visiting.team,home.team,date,visiting.score,home.score
Long Beach St.,North Carolina,20111210,78,84
Fairleigh D'son,Louisville,20111210,58,80
Washington,Duke,20111210,80,86
Cincinnati,Xavier,20111210,53,76
Navy,Missouri,20111210,59,84
Green Bay,Marquette,20111210,61,79
UNLV,Wisconsin,20111210,51,62
Oklahoma State,Pittsburgh,20111210,68,74
Troy,Mississippi St.,20111210,68,106
Howard,Georgetown,20111210,48,62
Creighton,Saint Joseph's,20111210,71,80
Michigan,Oakland,20111210,90,80
La.-Monroe,Texas A&M,20111210,54,67
Michigan State,Gonzaga,20111210,74,67
Harvard,Boston U.,20111210,76,52
Austin Peay,Tennessee,20111210,74,70
Bryant,Providence,20111210,61,72
Delaware,Delaware State,20111210,58,42
St. Peter's,Minnesota,20111210,47,69
Milligan,VMI,20111210,73,122
Methodist,Campbell,20111210,55,103
Maryville (Mo.),Indiana State,20111210,57,68
Chicago State,DePaul,20111210,95,102
Cent. Conn. St.,Brown,20111210,80,90
Long Island,Columbia,20111210,53,63
Mercy,Md.-East. Shore,20111210,69,95
Milwaukee,UNI,20111210,51,67
Army,La Salle,20111210,64,76
Akron,Cleveland State,20111210,66,69
Loyola Maryland,Mt. St. Mary's,20111210,65,54
BYU,Utah,20111210,61,42
Butler,Ball State,20111210,55,58
Ill.-Springfield,Saint Louis,20111210,62,72
Kent State,Western Caro.,20111210,58,56
East Tenn. St.,Appalachian St.,20111210,65,48
St. Francis (N.Y.),Colgate,20111210,63,65
Rhode Island,Georgia State,20111210,64,96
Texas Wesleyan,FIU,20111210,72,68
Cent. Michigan,Tennessee State,20111210,57,65
Miss. Valley St.,Mississippi,20111210,56,80
Loyola Chicago,Toledo,20111210,57,55
Arkansas,Oklahoma,20111210,63,78
Wright State,Miami (Ohio),20111210,51,49
Manhattan,Hofstra,20111210,68,59
Clemson,Arizona,20111210,47,63
Northern Ill.,Ill.-Chicago,20111210,55,62
North Dakota St.,Arizona State,20111210,57,60
George Mason,Radford,20111210,76,61
Eastern Mich.,Purdue,20111210,36,61
Lehigh,Wagner,20111210,70,69
Princeton,Drexel,20111210,60,64
Lindsey Wilson,Samford,20111210,56,82
Bethune-Cookman,UCF,20111210,51,53
Villanova,Temple,20111210,67,78
Cal St. Maritime,Sacramento St.,20111210,38,66
Alabama State,Steph. F. Austin,20111210,48,74
Missouri State,UALR,20111210,68,60
Jacksonville St.,Southern U.,20111210,55,50
Tenn.-Martin,Middle Tenn.,20111210,62,78
Georgia Tech,Savannah State,20111210,65,45
Niagara,Hartford,20111210,79,76
Virginia Intermont,Liberty,20111210,60,78
Davidson,Charlotte,20111210,61,84
S. Carolina St.,Gardner-Webb,20111210,57,87
South Dakota,Morehead State,20111210,57,56
Ga. Southern,East. Kentucky,20111210,59,63
Canisius,St. Bonaventure,20111210,62,81
New Mexico,USC,20111210,44,41
Fordham,Monmouth,20111210,65,80
American,St. Francis (Pa.),20111210,61,66
Western Ky.,IUPUI,20111210,76,84
Penn,UCLA,20111210,73,77
Youngstown St.,Buffalo,20111210,72,80
Averett,High Point,20111210,53,89
Penn State,Duquesne,20111210,59,66
UMBC,Towson,20111210,62,58
Warner Southern,Florida Atlantic,20111210,70,98
Miami (Fla.),West Virginia,20111210,66,77
Chattanooga,Mercer,20111210,56,67
Virginia-Wise,Wofford,20111210,66,69
Dartmouth,Notre Dame,20111210,47,65
UMKC,Southeast Mo. St.,20111210,74,69
Texas State,Texas,20111210,52,86
Bacone,McNeese State,20111210,45,86
MacMurray,Tulane,20111210,59,89
Eastern Illinois,Western Illinois,20111210,48,64
Louisiana Tech,Southern Miss,20111210,62,78
Boise State,LSU,20111210,45,64
Nebraska,TCU,20111210,69,57
IPFW,Neb. Omaha,20111210,83,80
Wake Forest,Seton Hall,20111210,54,68
Texas A&M-Int'l,UTPA,20111210,61,77
Sam Houston St.,North Texas,20111210,50,53
Hannibal-La Grange,SIU-Edwardsville,20111210,45,67
Lipscomb,Tennessee Tech,20111210,87,89
Dallas Christian,Houston Baptist,20111210,80,112
N.C. A&T,Evansville,20111210,65,86
Central Ark.,Arkansas State,20111210,64,71
Bowling Green,Valparaiso,20111210,79,82
Utah State,Wichita State,20111210,76,83
North Dakota,South Dakota St.,20111210,54,92
CSU Bakersfield,Northern Ariz.,20111210,67,80
Southern Utah,Weber State,20111210,66,84
Nevada,Montana,20111210,70,64
Ark.-Pine Bluff,Air Force,20111210,51,63
Maine,San Diego,20111210,63,77
Portland State,Utah Valley,20111210,87,93
Idaho State,Loyola Marym't,20111210,72,80
Vanguard,UC Irvine,20111210,73,75
Fresno State,Oregon,20111210,70,74
Cal Poly,San Jose State,20111210,47,40
CSU Northridge,Pepperdine,20111210,73,70
Ohio,Portland,20111210,72,54
Pacific,San Francisco,20111210,69,79
Detroit,Alabama,20111211,54,62
Murray State,Memphis,20111211,76,72
Coppin State,Illinois,20111211,63,80
UNC-Greensboro,Florida State,20111211,60,75
Quinnipiac,Vermont,20111211,62,58
New Hampshire,Fairfield,20111211,52,58
North Florida,Kansas State,20111211,68,79
Florida A&M,South Florida,20111211,59,83
Lynchburg,Elon,20111211,67,109
S.C. Upstate,Dayton,20111211,68,72
Southern Ill.,Western Mich.,20111211,43,54
Iona,Marshall,20111211,63,82
Texas Wesleyan,Alabama State,20111211,80,88
N.C. Central,NC State,20111211,60,65
Lafayette,Sacred Heart,20111211,79,84
Virginia-Wise,Winthrop,20111211,70,79
Jacksonville,Furman,20111211,79,85
Santa Clara,Washington St.,20111211,55,93
UC Riverside,Montana State,20111211,75,73
Norfolk State,Virginia Tech,20111211,60,73
Alcorn State,South Alabama,20111211,62,102
New Mexico St.,UTEP,20111211,69,73
Stony Brook,Boston College,20111211,51,66
Jackson State,California,20111211,46,73
FIU,Steph. F. Austin,20111211,58,56
Idaho,Seattle,20111211,73,62
Eastern Wash.,CSU Fullerton,20111211,76,91
Jacksonville St.,Tulane,20111211,51,59
UC Davis,Hawaii,20111211,61,74
Coastal Ga.,Savannah State,20111212,42,80
VMI,Longwood,20111212,89,110
St. Francis (N.Y.),Howard,20111212,73,71
St. Jos. (Brkln.),NJIT,20111212,50,78
Arcadia,Lehigh,20111212,55,95
Fordham,Siena,20111212,74,59
Monmouth,Rutgers,20111212,66,81
Southern U.,Southeastern La.,20111212,61,65
Nicholls State,La.-Monroe,20111212,82,70
Oral Roberts,UALR,20111212,58,55
Dakota St.,South Dakota St.,20111212,60,93
Dillard,La.-Lafayette,20111212,38,102
Portland State,Oregon,20111212,70,79
Wisconsin,Milwaukee,20111213,60,54
Florida Atlantic,Mississippi St.,20111213,68,75
Ark.-Pine Bluff,Michigan,20111213,50,63
N.C. A&T,UCF,20111213,65,77
Drexel,Niagara,20111213,71,58
Rochester (MI),Oakland,20111213,62,77
Dartmouth,IPFW,20111213,51,56
Presbyterian,South Carolina,20111213,58,66
Boston U.,Villanova,20111213,43,68
Spalding,Chattanooga,20111213,48,98
Bethel (TN),Tenn.-Martin,20111213,83,86
Point U.,Alcorn State,20111213,101,106
Belmont,Middle Tenn.,20111213,62,65
Michigan Tech,Green Bay,20111213,61,69
Nicholls State,Texas,20111213,40,93
Cent. Michigan,Minnesota,20111213,56,76
UC Irvine,Wyoming,20111213,48,58
UC Santa Barb.,San Diego,20111213,65,61
Jackson State,St. Mary's (Cal.),20111213,53,77
Pacifica,Santa Clara,20111213,59,84
Ill.-Chicago,Oregon State,20111213,53,95
S.C. Upstate,Ohio State,20111214,58,82
Bethune-Cookman,Baylor,20111214,42,69
Iona,Richmond,20111214,88,79
Long Island,Norfolk State,20111214,62,73
Cincinnati,Wright State,20111214,78,58
Morgan State,UMBC,20111214,73,60
Marietta,Ohio,20111214,54,88
La.-Lafayette,Mississippi,20111214,54,66
Princeton,Rider,20111214,72,71
Charleston So.,Citadel,20111214,88,69
FIU,Maryland,20111214,61,65
Towson,Coppin State,20111214,57,71
Louisiana Coll.,Rice,20111214,51,109
McNeese State,Louisiana Tech,20111214,58,60
Huston-Tillotson,Lamar,20111214,59,88
Chicago State,Wichita State,20111214,44,94
Seattle,Arkansas State,20111214,74,87
Campbell,Houston Baptist,20111214,76,87
Tennessee,Charleston,20111214,65,71
Western N.M.,New Mexico St.,20111214,65,92
DePaul,Northern Ill.,20111214,75,52
Denver,Northern Colo.,20111214,71,65
South Florida,Auburn,20111214,40,52
UC Santa Cruz,UC Riverside,20111214,60,91
Menlo,Cal Poly,20111214,58,91
UTEP,UNLV,20111214,54,65
Eastern Wash.,UCLA,20111214,47,60
Kennesaw State,Missouri,20111215,67,104
Savannah State,Wisconsin,20111215,33,66
Lipscomb,Murray State,20111215,65,89
Ark.-Pine Bluff,Akron,20111215,64,87
Wesley,William & Mary,20111215,47,70
Bradley,Geo. Washington,20111215,67,66
Montreat,UNC-Asheville,20111215,61,109
Winthrop,Jacksonville,20111215,59,45
South Alabama,Texas A&M-C.C.,20111215,66,64
Troy,Belmont,20111215,55,78
Wentworth Inst.,UTPA,20111215,48,65
Texas Southern,Northwestern,20111215,51,81
N'western St.,La.-Monroe,20111215,76,63
UC Irvine,LSU,20111215,59,66
St. Mary (KS),Neb. Omaha,20111215,65,87
South Dakota St.,North Dakota,20111215,70,89
Jackson State,SMU,20111215,59,58
Oral Roberts,Gonzaga,20111215,61,67
Howard,Oregon State,20111215,72,93
N.C. A&T,St. Mary's (Cal.),20111215,45,84
CSU Bakersfield,Portland State,20111215,87,91
Ill.-Chicago,Cent. Michigan,20111216,67,70
Lynchburg,Coastal Caro.,20111216,61,86
East Carolina,UNC-Greensboro,20111216,71,62
St. Jos. (Ind.),IUPUI,20111216,55,75
Dillard,Nicholls State,20111216,48,92
Canisius,UMKC,20111216,67,72
Sioux Falls,Wyoming,20111216,54,62
Idaho State,Utah,20111216,59,71
Pacific Lutheran,Eastern Wash.,20111216,72,83
UC Santa Barb.,Washington,20111216,80,87
Weber State,California,20111216,57,77
Hawaii,Hawaii-Hilo,20111216,79,66
Syracuse,NC State,20111217,88,72
Ohio State,South Carolina,20111217,74,66
Chattanooga,Kentucky,20111217,62,87
Memphis,Louisville,20111217,87,95
Appalachian St.,North Carolina,20111217,82,97
Baylor,BYU,20111217,86,83
Northern Colo.,Marquette,20111217,72,93
Texas A&M,Florida,20111217,64,84
S. Carolina St.,Pittsburgh,20111217,55,69
American,Georgetown,20111217,55,81
Mississippi St.,Detroit,20111217,80,75
Indiana,Notre Dame,20111217,69,58
UNLV,Illinois,20111217,64,48
Alabama A&M,Michigan,20111217,57,87
Bowling Green,Michigan State,20111217,60,74
Alabama,Kansas State,20111217,58,71
Arkansas State,Murray State,20111217,53,66
Indiana State,Vanderbilt,20111217,61,55
Houston Baptist,Creighton,20111217,62,97
Rutgers,Stony Brook,20111217,67,58
Florida Atlantic,Miami (Fla.),20111217,90,93
Elon,Dartmouth,20111217,54,62
Marist,New Hampshire,20111217,56,73
Iona,Vermont,20111217,73,72
Radford,Cincinnati,20111217,70,101
Texas A&M-C.C.,West Virginia,20111217,64,84
Southern Ill.,Northern Ill.,20111217,62,49
Albany,Cornell,20111217,82,85
St. Peter's,Long Island,20111217,80,82
Duquesne,Western Mich.,20111217,71,85
Cent. Conn. St.,Northwestern,20111217,64,70
Purdue,Butler,20111217,65,67
Tennessee Tech,Evansville,20111217,72,70
Temple,Texas,20111217,65,77
Fordham,St. John's,20111217,50,56
UC Davis,UCLA,20111217,39,82
Southeastern La.,Arkansas,20111217,55,62
Missouri Valley,N'western St.,20111217,39,85
Kennesaw State,Missouri State,20111217,55,78
S.C. Upstate,Stetson,20111217,79,63
Campbell,Virginia Tech,20111217,60,85
Quinnipiac,Massachusetts,20111217,67,72
Florida A&M,Akron,20111217,69,91
Bradley,Drexel,20111217,68,73
Arizona,Gonzaga,20111217,60,71
Binghamton,Hofstra,20111217,62,82
Chicago State,Loyola Chicago,20111217,49,64
Belmont,Miami (Ohio),20111217,61,66
Mississippi,Southern Miss,20111217,82,86
Winthrop,Clemson,20111217,40,60
Spring Hill,Samford,20111217,64,90
Old Dominion,UCF,20111217,53,61
Pacific,Santa Clara,20111217,76,78
Northern Ariz.,Arizona State,20111217,69,68
Charleston So.,Charleston,20111217,68,70
UC Riverside,Nevada,20111217,47,71
Boise State,Denver,20111217,62,79
Ohio,Wright State,20111217,82,54
Rider,UMBC,20111217,73,66
Tennessee State,Delaware State,20111217,59,55
Richmond,Bucknell,20111217,65,79
High Point,Marshall,20111217,59,79
Youngstown St.,Toledo,20111217,77,86
FIU,Dayton,20111217,40,61
Texas-Arlington,Tulsa,20111217,75,80
La.-Lafayette,Robert Morris,20111217,64,72
Hampton,Liberty,20111217,65,74
UNC-Wilmington,VCU,20111217,64,87
East. Kentucky,Jacksonville St.,20111217,59,53
Villanova,Saint Joseph's,20111217,58,74
Furman,Western Ky.,20111217,76,63
Alabama State,Saint Louis,20111217,35,65
Ark.-Pine Bluff,DePaul,20111217,62,81
Houston,Oklahoma,20111217,74,79
North Florida,Auburn,20111217,71,84
Neb. Omaha,Milwaukee,20111217,50,86
UALR,Louisiana Tech,20111217,68,71
Rochester (MI),Austin Peay,20111217,50,72
San Diego,Stanford,20111217,55,75
Lamar,Rice,20111217,87,81
Alcorn State,Nebraska,20111217,46,60
Mayville St.,North Dakota St.,20111217,50,92
Oakland,Valparaiso,20111217,82,80
Southern U.,UTEP,20111217,57,87
Texas College,Steph. F. Austin,20111217,57,64
Drake,Iowa,20111217,68,82
Md.-East. Shore,Air Force,20111217,60,64
La Verne,CSU Fullerton,20111217,44,86
Georgia State,Utah Valley,20111217,71,68
Seattle,Utah State,20111217,53,78
Montana,Portland,20111217,80,65
Cal Poly,Fresno State,20111217,65,46
Bethune-Cookman,St. Mary's (Cal.),20111217,52,77
Menlo,San Francisco,20111217,36,66
Georgia,USC,20111217,63,59
CSU Bakersfield,Idaho,20111217,44,72
Pacifica,CSU Northridge,20111217,58,99
New Mexico,Oklahoma State,20111217,66,56
Oral Roberts,Xavier,20111218,64,42
Holy Cross,Connecticut,20111218,40,77
William & Mary,Missouri,20111218,56,94
Mercer,Seton Hall,20111218,77,80
Gardner-Webb,Wake Forest,20111218,59,67
Bryant,Boston College,20111218,55,75
Princeton,Northeastern,20111218,71,62
IPFW,Tenn.-Martin,20111218,82,76
UTPA,Army,20111218,59,61
Cent. Michigan,Iowa State,20111218,52,59
Yale,Rhode Island,20111218,68,65
Loyola Maryland,St. Bonaventure,20111218,66,76
South Dakota St.,Washington,20111218,92,73
Loyola Marym't,Florida State,20111218,61,77
Jacksonville,Wofford,20111218,57,63
Canisius,South Dakota,20111218,90,80
Dallas Christian,Prairie View A&M,20111218,55,88
Mt. St. Mary's,Penn State,20111218,43,72
Norfolk State,Illinois State,20111218,36,68
Virginia,Oregon,20111218,67,54
Eastern Illinois,Northwestern,20111218,72,87
Western Oregon,Washington St.,20111218,42,66
Jackson State,North Texas,20111218,55,69
Grambling,Texas Tech,20111218,59,87
Montana State,Pepperdine,20111218,36,59
North Dakota,Sacramento St.,20111218,64,75
Portland State,Oregon State,20111218,68,101
N.C. A&T,Hawaii,20111218,57,65
Nicholls State,North Carolina,20111219,49,99
Paul Quinn,Baylor,20111219,54,95
UNC-Greensboro,Duke,20111219,63,90
Marquette,LSU,20111219,59,67
Miss. Valley St.,Florida,20111219,54,82
Davidson,Kansas,20111219,80,74
Howard,Indiana,20111219,50,107
UMKC,Michigan State,20111219,54,89
La.-Monroe,UNLV,20111219,63,81
Creighton,Tulsa,20111219,83,64
Cornell,Illinois,20111219,60,64
Lipscomb,Memphis,20111219,75,85
Alabama State,Clemson,20111219,45,70
Cleveland State,South Florida,20111219,55,70
Milligan,East Tenn. St.,20111219,43,83
Campbell,UNC-Wilmington,20111219,65,67
La Salle,Delaware,20111219,66,70
Dartmouth,Colgate,20111219,55,61
Citadel,James Madison,20111219,49,67
Youngstown St.,Akron,20111219,62,88
Southern U.,New Mexico St.,20111219,66,91
Belmont,Marshall,20111219,86,87
Alabama A&M,Georgia Tech,20111219,54,65
Utah Valley,Maine,20111219,60,77
North Florida,Virginia Tech,20111219,55,84
Coastal Caro.,East Carolina,20111219,51,76
Ball State,IUPUI,20111219,57,66
Tennessee Tech,West Virginia,20111219,53,72
Albany,St. Francis (N.Y.),20111219,76,64
Coppin State,Charlotte,20111219,63,74
S.C. Upstate,Fla. Gulf Coast,20111219,80,75
Sacred Heart,Notre Dame,20111219,65,106
Reinhardt,Jacksonville St.,20111219,75,81
LeMoyne-Owen,Tennessee State,20111219,55,92
Rockhurst,Loyola Chicago,20111219,46,69
Loras,UNI,20111219,48,84
Florida A&M,Auburn,20111219,69,76
Central Methodist,N'western St.,20111219,79,89
Longwood,Vanderbilt,20111219,71,99
Wyoming,Denver,20111219,46,57
Central Ark.,Iowa,20111219,64,105
Hastings,Neb. Omaha,20111219,49,82
SMU,Southeast Mo. St.,20111219,84,65
Ga. Southern,South Alabama,20111219,57,70
Lyon,Arkansas State,20111219,61,108
SIU-Edwardsville,Southern Ill.,20111219,57,80
Newman,Wichita State,20111219,53,102
Texas A&M-C.C.,Missouri State,20111219,53,66
Morehead State,Binghamton,20111219,64,45
Western Illinois,Ill.-Chicago,20111219,56,57
Temple,Rice,20111219,77,70
Portland,Utah,20111219,67,72
CSU Bakersfield,Colorado,20111219,64,70
Fresno State,Boise State,20111219,63,70
Texas Southern,Colorado State,20111219,61,85
Mayville St.,Weber State,20111219,57,106
McNeese State,UTEP,20111219,54,69
Southern Miss,Arizona State,20111219,64,61
Bethune-Cookman,Stanford,20111219,56,75
Kennesaw State,St. Mary's (Cal.),20111219,51,74
UC Riverside,San Diego State,20111219,55,80
TCU,USC,20111219,59,83
UC Santa Barb.,California,20111219,50,70
Eastern N.M.,Long Beach St.,20111219,54,76
Bucknell,Syracuse,20111220,61,80
Lamar,Ohio State,20111220,50,70
Samford,Kentucky,20111220,50,82
Charleston,Louisville,20111220,62,69
St. Francis (Pa.),Pittsburgh,20111220,47,71
IPFW,Purdue,20111220,56,81
Mercer,Georgia,20111220,58,72
Norfolk State,Toledo,20111220,72,70
Idaho,Wright State,20111220,78,80
UNC-Asheville,Tennessee,20111220,68,72
Hampton,Robert Morris,20111220,54,64
Montreat,Liberty,20111220,73,91
New Hampshire,Providence,20111220,52,67
Rust,Alcorn State,20111220,53,84
NC State,St. Bonaventure,20111220,67,65
Old Dominion,Richmond,20111220,82,90
Manhattan,Towson,20111220,81,62
Winthrop,Western Mich.,20111220,55,60
Evansville,Miami (Ohio),20111220,77,75
Furman,Presbyterian,20111220,71,75
Texas State,Long Island,20111220,84,100
Eastern Mich.,Radford,20111220,52,48
UALR,Illinois State,20111220,65,72
UAB,VCU,20111220,49,68
St. Peter's,Kent State,20111220,58,67
Prairie View A&M,Steph. F. Austin,20111220,53,50
Valparaiso,Northern Ill.,20111220,59,48
Ohio,UNI,20111220,76,59
Northern Ariz.,Sam Houston St.,20111220,49,73
UTSA,Houston,20111220,75,77
Grambling,North Texas,20111220,40,82
Southern Utah,Troy,20111220,72,80
Cent. Michigan,Nebraska,20111220,69,72
East. Kentucky,Arkansas,20111220,57,71
Western Caro.,Bradley,20111220,68,67
Northeastern,Louisiana Tech,20111220,53,56
Oakland,Arizona,20111220,73,85
Butler,Gonzaga,20111220,55,71
Montana State,New Mexico,20111220,46,91
Buffalo,BYU,20111220,78,93
UC Davis,San Jose State,20111220,59,79
N.C. Central,Oregon,20111220,45,58
Eastern Wash.,St. Mary's (Cal.),20111220,61,77
Texas-Arlington,Utah State,20111220,69,73
UC Irvine,UCLA,20111220,60,89
Texas,North Carolina,20111221,63,82
Tenn.-Martin,Murray State,20111221,54,78
Virginia,Seattle,20111221,83,77
Hiwassee,Chattanooga,20111221,41,95
Fresno State,Arizona State,20111221,68,65
Iona,William & Mary,20111221,83,65
Coppin State,Saint Joseph's,20111221,72,81
UNC-Wilmington,Wake Forest,20111221,78,87
Eastern Illinois,Maine,20111221,60,64
N.C. A&T,Akron,20111221,52,79
North Florida,Florida A&M,20111221,90,63
Loyola Marym't,Morgan State,20111221,45,69
West Va. Tech,Marshall,20111221,80,99
Ark.-Pine Bluff,Cincinnati,20111221,53,101
Vermont,Fairleigh D'son,20111221,71,53
Southeastern La.,South Carolina,20111221,43,62
Duquesne,George Mason,20111221,75,64
Charleston So.,Stetson,20111221,88,81
Wofford,High Point,20111221,79,87
Seton Hall,Dayton,20111221,69,64
Dartmouth,Army,20111221,64,67
Sacred Heart,Boston College,20111221,73,83
Hartford,Marist,20111221,86,89
UTPA,St. John's,20111221,61,66
La.-Monroe,Indiana State,20111221,35,50
Kent State,Texas-Arlington,20111221,73,74
Cornell,Penn State,20111221,67,74
Steph. F. Austin,N.C. Central,20111221,57,65
Alabama A&M,Tennessee State,20111221,68,78
S. Carolina St.,Oklahoma,20111221,48,83
Lipscomb,Iowa State,20111221,64,81
Rogers St.,Houston,20111221,80,90
Peru St.,South Dakota,20111221,63,103
Lafayette,Vanderbilt,20111221,58,89
UCF,La.-Lafayette,20111221,60,61
Oregon State,Chicago State,20111221,92,66
Santa Clara,Houston Baptist,20111221,71,72
Central Ark.,Drake,20111221,64,87
Cal Poly,DePaul,20111221,58,63
Belmont,Austin Peay,20111221,77,67
McNeese State,New Mexico St.,20111221,62,82
Oklahoma State,Alabama,20111221,52,69
Mississippi,Middle Tenn.,20111221,56,68
Prairie View A&M,Oregon,20111221,66,74
St. Peter's,Utah State,20111221,47,72
Tulane,Syracuse,20111222,61,80
Miami (Ohio),Ohio State,20111222,40,69
Loyola Maryland,Kentucky,20111222,63,87
St. Mary's (Cal.),Baylor,20111222,59,72
Fairfield,Connecticut,20111222,71,79
Illinois,Missouri,20111222,74,78
Milwaukee,Marquette,20111222,50,64
Florida State,Florida,20111222,64,82
Kansas,USC,20111222,63,47
Long Beach St.,Xavier,20111222,68,58
Memphis,Georgetown,20111222,59,70
UMBC,Indiana,20111222,47,89
N'western St.,Mississippi St.,20111222,67,82
Lehigh,Michigan State,20111222,81,90
Bradley,Michigan,20111222,66,77
Northwestern,Creighton,20111222,79,87
Bethune-Cookman,Texas A&M-C.C.,20111222,61,52
UTEP,Clemson,20111222,61,48
South Alabama,San Diego,20111222,68,62
Tennessee Tech,Kennesaw State,20111222,81,68
Kansas State,Southern Ill.,20111222,83,58
Mt. St. Mary's,Savannah State,20111222,41,45
Bucknell,Boston U.,20111222,75,61
Drexel,Binghamton,20111222,68,44
Eastern Mich.,Virginia Tech,20111222,50,71
Sam Houston St.,Cleveland State,20111222,45,63
Niagara,Quinnipiac,20111222,81,85
Charleston,Coastal Caro.,20111222,77,70
Delaware,Howard,20111222,83,88
Rider,Monmouth,20111222,74,62
American,Villanova,20111222,52,73
Mercer,Georgia Tech,20111222,65,59
Alabama State,Detroit,20111222,56,80
Davidson,Massachusetts,20111222,65,73
Navy,Presbyterian,20111222,42,58
Northeastern,NC State,20111222,59,88
Bryant,Arizona,20111222,60,100
Princeton,Siena,20111222,59,63
VCU,UNC-Greensboro,20111222,80,68
Texas State,Fordham,20111222,70,81
VMI,Old Dominion,20111222,73,81
Gardner-Webb,East Carolina,20111222,55,69
Cent. Michigan,Wright State,20111222,42,60
Colgate,Hofstra,20111222,59,82
San Francisco,Holy Cross,20111222,83,88
La Salle,Cent. Conn. St.,20111222,85,59
Ga. Southern,Georgia State,20111222,52,72
Campbell,Appalachian St.,20111222,74,77
Florida Atlantic,Harvard,20111222,51,63
James Madison,Geo. Washington,20111222,62,57
Robert Morris,Youngstown St.,20111222,59,56
Toledo,Fla. Gulf Coast,20111222,80,83
NJIT,Rutgers,20111222,53,77
Missouri State,West Virginia,20111222,68,70
Miami (Fla.),Charlotte,20111222,76,61
Elon,San Diego State,20111222,55,81
Loyola Chicago,Canisius,20111222,59,45
Bowling Green,FIU,20111222,61,53
N.C. Central,Prairie View A&M,20111222,69,58
South Florida,Southern Miss,20111222,51,53
North Dakota,Western Illinois,20111222,46,68
Rice,Texas A&M,20111222,65,58
Grambling,TCU,20111222,53,85
North Dakota St.,Minnesota,20111222,59,63
LSU,North Texas,20111222,67,58
Dallas Christian,SMU,20111222,41,77
Arkansas State,Saint Louis,20111222,46,70
Jacksonville,UAB,20111222,65,70
Idaho,Green Bay,20111222,61,63
Louisiana Tech,Arkansas,20111222,63,77
UTSA,Troy,20111222,76,70
Texas Tech,Oral Roberts,20111222,56,72
Boise State,Iowa,20111222,72,81
UMKC,New Mexico,20111222,62,87
UC Santa Barb.,BYU,20111222,75,89
Texas Southern,Colorado,20111222,51,56
Utah Valley,Montana,20111222,52,65
Butler,Stanford,20111222,71,66
UC Davis,Southern Utah,20111222,51,62
Utah,Weber State,20111222,51,80
Air Force,Gonzaga,20111222,60,70
Citadel,Denver,20111222,58,70
Wyoming,Idaho State,20111222,80,56
Colorado State,Northern Colo.,20111222,92,78
Texas-Arlington,St. Peter's,20111222,73,68
Portland,Nevada,20111222,60,78
San Jose State,UC Riverside,20111222,64,66
Steph. F. Austin,Oregon,20111222,45,55
Pacific,CSU Bakersfield,20111222,53,83
Pepperdine,Washington St.,20111222,56,67
Hope Int'l,UC Irvine,20111222,54,76
CSU Northridge,Washington,20111222,51,74
Portland State,CSU Fullerton,20111222,86,92
Kent State,Utah State,20111222,62,81
Southeast Mo. St.,Sacramento St.,20111222,77,76
Western Ky.,Louisville,20111223,60,70
Baylor,West Virginia,20111223,83,81
Miss. Valley St.,Wisconsin,20111223,45,79
Wagner,Pittsburgh,20111223,59,54
California,UNLV,20111223,68,85
Auburn,Hawaii,20111223,65,62
Valparaiso,IUPUI,20111223,88,97
Dartmouth,Albany,20111223,74,82
Maine,Brown,20111223,71,58
Norfolk State,St. Francis (N.Y.),20111223,84,74
Clemson,Southern Ill.,20111223,83,75
Kennesaw State,Texas A&M-C.C.,20111223,69,65
Tennessee Tech,Bethune-Cookman,20111223,67,59
UTEP,Kansas State,20111223,70,78
Ball State,Morehead State,20111223,54,62
Furman,Georgia,20111223,50,64
Manhattan,George Mason,20111223,61,81
St. Francis (Pa.),St. Bonaventure,20111223,58,82
Chicago State,Cincinnati,20111223,60,95
Seton Hall,Longwood,20111223,87,61
N.C. A&T,Ohio,20111223,66,82
Providence,Rhode Island,20111223,80,61
Marist,Penn,20111223,71,84
Vermont,Towson,20111223,65,49
East Tenn. St.,Tennessee,20111223,63,66
Western Mich.,Oakland,20111223,91,76
Ill.-Chicago,Dayton,20111223,57,64
Radford,Maryland,20111223,60,65
Richmond,UCLA,20111223,63,71
Long Beach St.,Auburn,20111223,64,43
Missouri State,St. Mary's (Cal.),20111223,77,61
Xavier,Hawaii,20111224,82,84
Xavier,Southern Ill.,20111225,87,77
Clemson,Hawaii,20111225,68,75
Auburn,UTEP,20111225,76,83
Long Beach St.,Kansas State,20111225,60,77
Wisconsin,Nebraska,20111227,64,40
Pittsburgh,Notre Dame,20111227,59,72
Md.-East. Shore,Virginia,20111227,42,69
Providence,St. John's,20111227,67,91
Winthrop,Georgia,20111227,86,92
Minnesota,Illinois,20111227,72,81
CSU Bakersfield,Texas Tech,20111227,58,74
Texas Southern,Saint Louis,20111227,39,71
Belhaven,Southern Miss,20111227,48,93
New Orleans,North Texas,20111227,47,78
Eureka,Western Illinois,20111227,52,73
Cal St. San Marcos,BYU,20111227,51,79
Vanguard,Loyola Marym't,20111227,74,100
Seton Hall,Syracuse,20111228,49,75
Northwestern,Ohio State,20111228,54,87
Lamar,Kentucky,20111228,64,86
Georgetown,Louisville,20111228,71,68
Mississippi St.,Baylor,20111228,52,54
Connecticut,South Florida,20111228,60,57
Indiana,Michigan State,20111228,65,80
Central Ark.,UNLV,20111228,75,124
Missouri State,Creighton,20111228,77,65
N.C. A&T,Houston,20111228,67,71
UNC-Asheville,Western Caro.,20111228,67,86
